10.1621/QdbZ7Mi2ts.1,,,,,,,,,,,
,,,,,,,,,,,
ID,Family,Physiological System,Organ,Species,Gene,Percentile,Discovery Rate,GMFC,cPValue,DOI,
1873935,Glucocorticoid receptor,ALL,ALL,House Mouse,Fkbp5,99.99,0.766666667,3.931144039,1.22124E-47,10.1621/QdbZ7Mi2ts.1,
1886013,Glucocorticoid receptor,ALL,ALL,House Mouse,Slc25a33,99.99,0.709090909,1.944235357,2.43281E-38,10.1621/QdbZ7Mi2ts.1,
1881533,Glucocorticoid receptor,ALL,ALL,House Mouse,Pim3,99.98,0.696428571,1.958842327,7.62347E-38,10.1621/QdbZ7Mi2ts.1,
1880587,Glucocorticoid receptor,ALL,ALL,House Mouse,Per1,99.98,0.684210526,2.433410988,2.29648E-37,10.1621/QdbZ7Mi2ts.1,
1880805,Glucocorticoid receptor,ALL,ALL,House Mouse,Fam107a,99.97,0.75,8.686794957,5.57318E-37,10.1621/QdbZ7Mi2ts.1,
1875461,Glucocorticoid receptor,ALL,ALL,House Mouse,Lcn2,99.97,0.660714286,4.494476511,1.19738E-34,10.1621/QdbZ7Mi2ts.1,
1880566,Glucocorticoid receptor,ALL,ALL,House Mouse,Map3k6,99.97,0.649122807,2.351083081,3.24652E-34,10.1621/QdbZ7Mi2ts.1,
1877874,Glucocorticoid receptor,ALL,ALL,House Mouse,Ddit4,99.96,0.642857143,2.061679883,4.21801E-33,10.1621/QdbZ7Mi2ts.1,
1870552,Glucocorticoid receptor,ALL,ALL,House Mouse,Errfi1,99.96,0.631578947,1.920428132,1.08924E-32,10.1621/QdbZ7Mi2ts.1,
1873611,Glucocorticoid receptor,ALL,ALL,House Mouse,Nfil3,99.95,0.620689655,1.822986586,2.73203E-32,10.1621/QdbZ7Mi2ts.1,
1873091,Glucocorticoid receptor,ALL,ALL,House Mouse,Tsc22d3,99.95,0.610169492,2.327890541,6.6676E-32,10.1621/QdbZ7Mi2ts.1,
1874488,Glucocorticoid receptor,ALL,ALL,House Mouse,Sult1a1,99.94,0.603448276,2.751011515,8.14434E-31,10.1621/QdbZ7Mi2ts.1,
1870282,Glucocorticoid receptor,ALL,ALL,House Mouse,Plin4,99.94,0.593220339,2.496416017,1.90491E-30,10.1621/QdbZ7Mi2ts.1,
1876538,Glucocorticoid receptor,ALL,ALL,House Mouse,Sgk1,99.94,0.593220339,2.424553477,1.90491E-30,10.1621/QdbZ7Mi2ts.1,
1876162,Glucocorticoid receptor,ALL,ALL,House Mouse,Pdk4,99.93,0.596491228,2.283083432,9.8391E-30,10.1621/QdbZ7Mi2ts.1,
1871082,Glucocorticoid receptor,ALL,ALL,House Mouse,Mt2,99.93,0.586206897,2.084778493,2.2624E-29,10.1621/QdbZ7Mi2ts.1,
1879735,Glucocorticoid receptor,ALL,ALL,House Mouse,Klf9,99.92,0.578947368,2.110471883,2.65538E-28,10.1621/QdbZ7Mi2ts.1,
1880590,Glucocorticoid receptor,ALL,ALL,House Mouse,Slc10a6,99.92,0.578947368,2.358775298,2.65538E-28,10.1621/QdbZ7Mi2ts.1,
1875317,Glucocorticoid receptor,ALL,ALL,House Mouse,Gadd45g,99.91,0.568965517,2.262460738,5.86184E-28,10.1621/QdbZ7Mi2ts.1,
1878785,Glucocorticoid receptor,ALL,ALL,House Mouse,Dusp1,99.91,0.568965517,1.817485455,5.86184E-28,10.1621/QdbZ7Mi2ts.1,
1871077,Glucocorticoid receptor,ALL,ALL,House Mouse,Nfkbia,99.91,0.559322034,1.784635981,1.26571E-27,10.1621/QdbZ7Mi2ts.1,
1874575,Glucocorticoid receptor,ALL,ALL,House Mouse,Lrrc8a,99.9,0.581818182,1.492128765,1.38638E-27,10.1621/QdbZ7Mi2ts.1,
1891506,Glucocorticoid receptor,ALL,ALL,House Mouse,Klf15,99.9,0.581818182,2.073846527,1.38638E-27,10.1621/QdbZ7Mi2ts.1,
1876356,Glucocorticoid receptor,ALL,ALL,House Mouse,Rhou,99.89,0.561403509,1.910017182,6.67847E-27,10.1621/QdbZ7Mi2ts.1,
1879987,Glucocorticoid receptor,ALL,ALL,House Mouse,Smox,99.89,0.561403509,1.668696287,6.67847E-27,10.1621/QdbZ7Mi2ts.1,
1873112,Glucocorticoid receptor,ALL,ALL,House Mouse,Sesn1,99.88,0.551724138,1.740726729,1.41767E-26,10.1621/QdbZ7Mi2ts.1,
1878981,Glucocorticoid receptor,ALL,ALL,House Mouse,Cdkn1a,99.88,0.542372881,2.460327534,2.94785E-26,10.1621/QdbZ7Mi2ts.1,
1879647,Glucocorticoid receptor,ALL,ALL,House Mouse,Phlda1,99.87,0.543859649,1.754485824,1.56642E-25,10.1621/QdbZ7Mi2ts.1,
1879958,Glucocorticoid receptor,ALL,ALL,House Mouse,Tcim,99.87,0.543859649,1.76426284,1.56642E-25,10.1621/QdbZ7Mi2ts.1,
1871531,Glucocorticoid receptor,ALL,ALL,House Mouse,Lpin1,99.87,0.534482759,1.978000027,3.20214E-25,10.1621/QdbZ7Mi2ts.1,
1871331,Glucocorticoid receptor,ALL,ALL,House Mouse,Mertk,99.86,0.545454545,1.799655293,8.32419E-25,10.1621/QdbZ7Mi2ts.1,
1879724,Glucocorticoid receptor,ALL,ALL,House Mouse,Zbtb16,99.86,0.568627451,2.78751718,9.78206E-25,10.1621/QdbZ7Mi2ts.1,
1893005,Glucocorticoid receptor,ALL,ALL,House Mouse,Csrnp1,99.85,0.595744681,2.026175315,1.01516E-24,10.1621/QdbZ7Mi2ts.1,
1875489,Glucocorticoid receptor,ALL,ALL,House Mouse,Glul,99.85,0.526315789,1.618353356,3.42808E-24,10.1621/QdbZ7Mi2ts.1,
1882191,Glucocorticoid receptor,ALL,ALL,House Mouse,Spsb1,99.85,0.50877193,1.527992351,7.00251E-23,10.1621/QdbZ7Mi2ts.1,
1873057,Glucocorticoid receptor,ALL,ALL,House Mouse,Cebpb,99.84,0.509090909,1.53596449,3.7497E-22,10.1621/QdbZ7Mi2ts.1,
1872850,Glucocorticoid receptor,ALL,ALL,House Mouse,Bcl6,99.84,0.49122807,1.56269421,1.33537E-21,10.1621/QdbZ7Mi2ts.1,
1893454,Glucocorticoid receptor,ALL,ALL,House Mouse,Tns1,99.83,0.509433962,1.519746784,2.00912E-21,10.1621/QdbZ7Mi2ts.1,
1870314,Glucocorticoid receptor,ALL,ALL,House Mouse,Adm,99.83,0.482758621,1.714238865,2.45731E-21,10.1621/QdbZ7Mi2ts.1,
1890486,Glucocorticoid receptor,ALL,ALL,House Mouse,Fam46b,99.82,0.555555556,1.59036443,3.52896E-21,10.1621/QdbZ7Mi2ts.1,
1879965,Glucocorticoid receptor,ALL,ALL,House Mouse,Dusp14,99.82,0.482142857,1.472868802,1.31452E-20,10.1621/QdbZ7Mi2ts.1,
1876252,Glucocorticoid receptor,ALL,ALL,House Mouse,Serpina3n,99.82,0.473684211,1.718644212,2.37741E-20,10.1621/QdbZ7Mi2ts.1,
1880801,Glucocorticoid receptor,ALL,ALL,House Mouse,Arrdc2,99.81,0.520833333,2.104921489,2.97363E-20,10.1621/QdbZ7Mi2ts.1,
1892144,Glucocorticoid receptor,ALL,ALL,House Mouse,Lhfpl2,99.81,0.510638298,1.51943501,3.10353E-19,10.1621/QdbZ7Mi2ts.1,
1870199,Glucocorticoid receptor,ALL,ALL,House Mouse,Jun,99.8,0.456140351,1.42746169,3.951E-19,10.1621/QdbZ7Mi2ts.1,
1877214,Glucocorticoid receptor,ALL,ALL,House Mouse,Ctgf,99.8,0.456140351,1.651981037,3.951E-19,10.1621/QdbZ7Mi2ts.1,
