10.1621/YjauVBA6hX.1,,,,,,,,,,,
,,,,,,,,,,,
ID,Family,Physiological System,Organ,Species,Gene,Percentile,Discovery Rate,GMFC,cPValue,DOI,
1822605,Androgen receptor,ALL,ALL,House Mouse,Zswim7,99.32,0.322580645,1.162376434,1.63735E-06,10.1621/YjauVBA6hX.1,
1822503,Androgen receptor,ALL,ALL,House Mouse,Ldb1,99.32,0.322580645,1.243939479,1.63735E-06,10.1621/YjauVBA6hX.1,
1821829,Androgen receptor,ALL,ALL,House Mouse,Uchl1,99.32,0.322580645,1.260541164,1.63735E-06,10.1621/YjauVBA6hX.1,
1821638,Androgen receptor,ALL,ALL,House Mouse,Mcam,99.32,0.322580645,1.230158431,1.63735E-06,10.1621/YjauVBA6hX.1,
1821558,Androgen receptor,ALL,ALL,House Mouse,Pxmp2,99.32,0.322580645,1.205465475,1.63735E-06,10.1621/YjauVBA6hX.1,
1820913,Androgen receptor,ALL,ALL,House Mouse,Inpp5b,99.32,0.322580645,1.157651467,1.63735E-06,10.1621/YjauVBA6hX.1,
1820855,Androgen receptor,ALL,ALL,House Mouse,Fam84a,99.32,0.322580645,1.268428219,1.63735E-06,10.1621/YjauVBA6hX.1,
1820789,Androgen receptor,ALL,ALL,House Mouse,Dll1,99.32,0.322580645,1.148549416,1.63735E-06,10.1621/YjauVBA6hX.1,
1820201,Androgen receptor,ALL,ALL,House Mouse,Gnai2,99.32,0.322580645,1.258275615,1.63735E-06,10.1621/YjauVBA6hX.1,
1819740,Androgen receptor,ALL,ALL,House Mouse,Plin4,99.32,0.322580645,1.394286916,1.63735E-06,10.1621/YjauVBA6hX.1,
1819321,Androgen receptor,ALL,ALL,House Mouse,Ctnnbip1,99.32,0.322580645,1.210126971,1.63735E-06,10.1621/YjauVBA6hX.1,
1819234,Androgen receptor,ALL,ALL,House Mouse,F3,99.32,0.322580645,1.308712792,1.63735E-06,10.1621/YjauVBA6hX.1,
1819132,Androgen receptor,ALL,ALL,House Mouse,Gdap10,99.32,0.322580645,1.259998714,1.63735E-06,10.1621/YjauVBA6hX.1,
1819074,Androgen receptor,ALL,ALL,House Mouse,Alpl,99.32,0.322580645,1.388665622,1.63735E-06,10.1621/YjauVBA6hX.1,
1818299,Androgen receptor,ALL,ALL,House Mouse,Manf,99.32,0.322580645,1.2581623,1.63735E-06,10.1621/YjauVBA6hX.1,
1818165,Androgen receptor,ALL,ALL,House Mouse,Hk2,99.32,0.322580645,1.300669242,1.63735E-06,10.1621/YjauVBA6hX.1,
1817352,Androgen receptor,ALL,ALL,House Mouse,Tubb4b,99.32,0.322580645,1.20682996,1.63735E-06,10.1621/YjauVBA6hX.1,
1817086,Androgen receptor,ALL,ALL,House Mouse,Ncbp1,99.32,0.322580645,1.196859408,1.63735E-06,10.1621/YjauVBA6hX.1,
1816652,Androgen receptor,ALL,ALL,House Mouse,Ccdc6,99.32,0.322580645,1.183926931,1.63735E-06,10.1621/YjauVBA6hX.1,
1816639,Androgen receptor,ALL,ALL,House Mouse,Pcbd1,99.32,0.322580645,1.212443504,1.63735E-06,10.1621/YjauVBA6hX.1,
1816604,Androgen receptor,ALL,ALL,House Mouse,Tmem160,99.32,0.322580645,1.194887515,1.63735E-06,10.1621/YjauVBA6hX.1,
