"","ID","Family","Physiological System","Organ","Species","Gene","Percentile","Discovery Rate","GMFC","cPValue","DOI","X12"
"1368",1887739,"Glucocorticoid receptor","ALL","ALL","House Mouse","Rusc2",99.28,0.345454545,1.247549284,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1369",1883557,"Glucocorticoid receptor","ALL","ALL","House Mouse","1810055G02Rik",99.28,0.345454545,1.303865922,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1370",1880748,"Glucocorticoid receptor","ALL","ALL","House Mouse","Irgm2",99.28,0.345454545,1.49178738,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1371",1880694,"Glucocorticoid receptor","ALL","ALL","House Mouse","Icam1",99.28,0.345454545,1.370369397,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1372",1877952,"Glucocorticoid receptor","ALL","ALL","House Mouse","Lgalsl",99.28,0.345454545,1.315887931,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1373",1874466,"Glucocorticoid receptor","ALL","ALL","House Mouse","Cdkn2b",99.28,0.345454545,1.306572996,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1374",1873098,"Glucocorticoid receptor","ALL","ALL","House Mouse","Net1",99.28,0.345454545,1.348195213,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1375",1872384,"Glucocorticoid receptor","ALL","ALL","House Mouse","Bcar1",99.28,0.345454545,1.258676082,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1376",1870744,"Glucocorticoid receptor","ALL","ALL","House Mouse","Rassf3",99.28,0.345454545,1.291656299,9.31993e-12,"10.1621/QdbZ7Mi2ts.1",NA
"1377",1870232,"Glucocorticoid receptor","ALL","ALL","House Mouse","Nedd9",99.25,0.339285714,1.458933759,1.34391e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1378",1875477,"Glucocorticoid receptor","ALL","ALL","House Mouse","Lyve1",99.25,0.339285714,1.509474898,1.34391e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1379",1872132,"Glucocorticoid receptor","ALL","ALL","House Mouse","Gstm2",99.25,0.339285714,1.270015194,1.34391e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1380",1879544,"Glucocorticoid receptor","ALL","ALL","House Mouse","LOC67527",99.24,0.9,2.341047651,1.86523e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1381",1870691,"Glucocorticoid receptor","ALL","ALL","House Mouse","Irs1",99.21,0.333333333,1.326299555,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1382",1882038,"Glucocorticoid receptor","ALL","ALL","House Mouse","Egr2",99.21,0.333333333,1.468932097,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1383",1881562,"Glucocorticoid receptor","ALL","ALL","House Mouse","Carhsp1",99.21,0.333333333,1.21738691,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1384",1880787,"Glucocorticoid receptor","ALL","ALL","House Mouse","Slc39a14",99.21,0.333333333,1.342687532,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1385",1879645,"Glucocorticoid receptor","ALL","ALL","House Mouse","Rin2",99.21,0.333333333,1.215556338,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1386",1878710,"Glucocorticoid receptor","ALL","ALL","House Mouse","Celsr1",99.21,0.333333333,1.338100232,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1387",1875779,"Glucocorticoid receptor","ALL","ALL","House Mouse","Ctnnbip1",99.21,0.333333333,1.260560879,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1388",1875716,"Glucocorticoid receptor","ALL","ALL","House Mouse","Siva1",99.21,0.333333333,1.243714371,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1389",1875540,"Glucocorticoid receptor","ALL","ALL","House Mouse","Mcm2",99.21,0.333333333,1.372862436,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1390",1874483,"Glucocorticoid receptor","ALL","ALL","House Mouse","Rab4a",99.21,0.333333333,1.243558701,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1391",1872863,"Glucocorticoid receptor","ALL","ALL","House Mouse","Anapc16",99.21,0.333333333,1.216910088,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1392",1872383,"Glucocorticoid receptor","ALL","ALL","House Mouse","Dhcr7",99.21,0.333333333,1.347487593,1.92059e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1393",1874588,"Glucocorticoid receptor","ALL","ALL","House Mouse","Ndrg1",99.18,0.352941176,1.393480728,2.15404e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1394",1885965,"Glucocorticoid receptor","ALL","ALL","House Mouse","Klk1b24",99.18,0.352941176,1.426442144,2.15404e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1395",1888788,"Glucocorticoid receptor","ALL","ALL","House Mouse","Lrrc8d",99.17,0.377777778,1.308770035,2.17851e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1396",1896146,"Glucocorticoid receptor","ALL","ALL","House Mouse","Lurap1l",99.17,0.377777778,1.409949934,2.17851e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1397",1896100,"Glucocorticoid receptor","ALL","ALL","House Mouse","Gper1",99.17,0.377777778,1.393544221,2.17851e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1398",1895840,"Glucocorticoid receptor","ALL","ALL","House Mouse","Apol9b",99.16,0.482758621,1.529364166,2.3141e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1399",1875522,"Glucocorticoid receptor","ALL","ALL","House Mouse","Nfkbiz",99.15,0.327586207,1.406423104,2.72128e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1400",1881584,"Glucocorticoid receptor","ALL","ALL","House Mouse","Ccng2",99.15,0.327586207,1.421304118,2.72128e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1401",1879583,"Glucocorticoid receptor","ALL","ALL","House Mouse","Adipor2",99.15,0.327586207,1.266747872,2.72128e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1402",1885583,"Glucocorticoid receptor","ALL","ALL","House Mouse","Ctxn3",99.14,0.4,1.342350411,3.02328e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1403",1889058,"Glucocorticoid receptor","ALL","ALL","House Mouse","Fam83d",99.14,0.4,1.324809621,3.02328e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1404",1876333,"Glucocorticoid receptor","ALL","ALL","House Mouse","Slc38a2",99.13,0.322033898,1.318648439,3.82424e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1405",1881330,"Glucocorticoid receptor","ALL","ALL","House Mouse","Igtp",99.13,0.339622642,1.363664062,4.5295e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1406",1884659,"Glucocorticoid receptor","ALL","ALL","House Mouse","Ciart",99.12,0.361702128,1.564330802,4.91676e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1407",1885778,"Glucocorticoid receptor","ALL","ALL","House Mouse","Sertad4",99.12,0.361702128,1.420270533,4.91676e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1408",1884934,"Glucocorticoid receptor","ALL","ALL","House Mouse","Arrdc3",99.12,0.361702128,1.725104467,4.91676e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1409",1870389,"Glucocorticoid receptor","ALL","ALL","House Mouse","Cenpv",99.11,0.333333333,1.195961119,6.47411e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1410",1879981,"Glucocorticoid receptor","ALL","ALL","House Mouse","Ube2g2",99.11,0.333333333,1.304124659,6.47411e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1411",1879966,"Glucocorticoid receptor","ALL","ALL","House Mouse","Apbb3",99.11,0.333333333,1.31884919,6.47411e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1412",1870255,"Glucocorticoid receptor","ALL","ALL","House Mouse","Tgif1",99.07,0.327272727,1.317989325,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1413",1894852,"Glucocorticoid receptor","ALL","ALL","House Mouse","Ppargc1b",99.07,0.327272727,1.28801626,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1414",1893504,"Glucocorticoid receptor","ALL","ALL","House Mouse","Cdc42ep3",99.07,0.327272727,1.375226637,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1415",1891503,"Glucocorticoid receptor","ALL","ALL","House Mouse","Aldh6a1",99.07,0.327272727,1.320517407,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1416",1891051,"Glucocorticoid receptor","ALL","ALL","House Mouse","Plin5",99.07,0.327272727,1.558534305,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1417",1889358,"Glucocorticoid receptor","ALL","ALL","House Mouse","Zfyve21",99.07,0.327272727,1.207227871,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1418",1886939,"Glucocorticoid receptor","ALL","ALL","House Mouse","Fam43a",99.07,0.327272727,1.270279276,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1419",1886572,"Glucocorticoid receptor","ALL","ALL","House Mouse","Selenop",99.07,0.327272727,1.301917533,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1420",1884050,"Glucocorticoid receptor","ALL","ALL","House Mouse","Rbm43",99.07,0.327272727,1.176125414,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1421",1884041,"Glucocorticoid receptor","ALL","ALL","House Mouse","Zadh2",99.07,0.327272727,1.174477381,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1422",1882858,"Glucocorticoid receptor","ALL","ALL","House Mouse","Mx2",99.07,0.327272727,1.255616455,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1423",1879487,"Glucocorticoid receptor","ALL","ALL","House Mouse","Ngf",99.07,0.327272727,1.315177639,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1424",1877258,"Glucocorticoid receptor","ALL","ALL","House Mouse","Omd",99.07,0.327272727,1.661534376,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1425",1877136,"Glucocorticoid receptor","ALL","ALL","House Mouse","Lrrc58",99.07,0.327272727,1.244575099,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1426",1870780,"Glucocorticoid receptor","ALL","ALL","House Mouse","Chchd4",99.07,0.327272727,1.212167657,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1427",1870267,"Glucocorticoid receptor","ALL","ALL","House Mouse","Cd59a",99.07,0.327272727,1.26414355,9.17027e-11,"10.1621/QdbZ7Mi2ts.1",NA
"1428",1889472,"Glucocorticoid receptor","ALL","ALL","House Mouse","Tigd2",99.03,0.372093023,1.229480315,1.10457e-10,"10.1621/QdbZ7Mi2ts.1",NA
"1429",1869685,"Glucocorticoid receptor","ALL","ALL","House Mouse","Hmgcs2",99.02,0.321428571,1.436720606,1.28775e-10,"10.1621/QdbZ7Mi2ts.1",NA
"1430",1895672,"Glucocorticoid receptor","ALL","ALL","House Mouse","Usp53",99.02,0.321428571,1.301941771,1.28775e-10,"10.1621/QdbZ7Mi2ts.1",NA
"1431",1892975,"Glucocorticoid receptor","ALL","ALL","House Mouse","Tmcc3",99.02,0.321428571,1.233043857,1.28775e-10,"10.1621/QdbZ7Mi2ts.1",NA
"1432",1888076,"Glucocorticoid receptor","ALL","ALL","House Mouse","Mical2",99.02,0.321428571,1.301112049,1.28775e-10,"10.1621/QdbZ7Mi2ts.1",NA
"1433",1872901,"Glucocorticoid receptor","ALL","ALL","House Mouse","Emc8",99.02,0.321428571,1.251503218,1.28775e-10,"10.1621/QdbZ7Mi2ts.1",NA
"1434",1869740,"Glucocorticoid receptor","ALL","ALL","House Mouse","Cldn2",99.02,0.321428571,1.579141775,1.28775e-10,"10.1621/QdbZ7Mi2ts.1",NA
"1435",2068218,"Retinoic acid receptors","ALL","ALL","House Mouse","Dhrs3",99.99,0.727272727,2.701720778,8.52681e-17,"10.1621/SIzL9WMaTt.1",NA
"1436",2084163,"Retinoic acid receptors","ALL","ALL","House Mouse","Plce1",99.99,0.8125,1.554652014,5.92753e-15,"10.1621/SIzL9WMaTt.1",NA
"1437",2071668,"Retinoic acid receptors","ALL","ALL","House Mouse","Hoxa5",99.98,0.636363636,2.602727946,1.33201e-13,"10.1621/SIzL9WMaTt.1",NA
"1438",2076925,"Retinoic acid receptors","ALL","ALL","House Mouse","Rbp1",99.98,0.636363636,2.090250814,1.33201e-13,"10.1621/SIzL9WMaTt.1",NA
"1439",2073763,"Retinoic acid receptors","ALL","ALL","House Mouse","Cyp26a1",99.98,0.636363636,3.496864417,1.33201e-13,"10.1621/SIzL9WMaTt.1",NA
"1440",2081537,"Retinoic acid receptors","ALL","ALL","House Mouse","Rarb",99.97,0.75,2.84553198,3.67842e-13,"10.1621/SIzL9WMaTt.1",NA
"1441",2077729,"Retinoic acid receptors","ALL","ALL","House Mouse","Hoxb5",99.96,0.565217391,2.436740117,8.6863e-12,"10.1621/SIzL9WMaTt.1",NA
"1442",2084098,"Retinoic acid receptors","ALL","ALL","House Mouse","Grasp",99.96,0.6875,1.375306975,1.68711e-11,"10.1621/SIzL9WMaTt.1",NA
"1443",2077115,"Retinoic acid receptors","ALL","ALL","House Mouse","Hoxa1",99.95,0.545454545,2.261842632,9.84842e-11,"10.1621/SIzL9WMaTt.1",NA
"1444",2078786,"Retinoic acid receptors","ALL","ALL","House Mouse","Hoxb1",99.95,0.545454545,2.307300938,9.84842e-11,"10.1621/SIzL9WMaTt.1",NA
"1445",2074800,"Retinoic acid receptors","ALL","ALL","House Mouse","Tmem51",99.94,0.625,1.357213683,5.91736e-10,"10.1621/SIzL9WMaTt.1",NA
"1446",2070083,"Retinoic acid receptors","ALL","ALL","House Mouse","Tubb3",99.94,0.5,1.457426529,2.05771e-09,"10.1621/SIzL9WMaTt.1",NA
"1447",2072952,"Retinoic acid receptors","ALL","ALL","House Mouse","Il33",99.92,0.5625,1.506465873,1.61952e-08,"10.1621/SIzL9WMaTt.1",NA
"1448",2089504,"Retinoic acid receptors","ALL","ALL","House Mouse","Tle6",99.92,0.5625,1.55517576,1.61952e-08,"10.1621/SIzL9WMaTt.1",NA
"1449",2080582,"Retinoic acid receptors","ALL","ALL","House Mouse","Zfp7",99.92,0.5625,1.463446293,1.61952e-08,"10.1621/SIzL9WMaTt.1",NA
"1450",2080572,"Retinoic acid receptors","ALL","ALL","House Mouse","Zadh2",99.92,0.5625,1.764735421,1.61952e-08,"10.1621/SIzL9WMaTt.1",NA
"1451",2077423,"Retinoic acid receptors","ALL","ALL","House Mouse","Tshz1",99.92,0.5625,2.232758874,1.61952e-08,"10.1621/SIzL9WMaTt.1",NA
"1452",2076399,"Retinoic acid receptors","ALL","ALL","House Mouse","Camk1",99.92,0.5625,1.548429059,1.61952e-08,"10.1621/SIzL9WMaTt.1",NA
"1453",2068215,"Retinoic acid receptors","ALL","ALL","House Mouse","Cxcr4",99.89,0.454545455,1.53206832,3.61809e-08,"10.1621/SIzL9WMaTt.1",NA
"1454",2076921,"Retinoic acid receptors","ALL","ALL","House Mouse","Myc",99.89,0.454545455,1.488196457,3.61809e-08,"10.1621/SIzL9WMaTt.1",NA
"1455",2076783,"Retinoic acid receptors","ALL","ALL","House Mouse","Stra6",99.89,0.454545455,1.834639882,3.61809e-08,"10.1621/SIzL9WMaTt.1",NA
"1456",2076183,"Retinoic acid receptors","ALL","ALL","House Mouse","Mmp15",99.89,0.454545455,1.430893162,3.61809e-08,"10.1621/SIzL9WMaTt.1",NA
"1457",2072095,"Retinoic acid receptors","ALL","ALL","House Mouse","Kit",99.89,0.454545455,1.318438765,3.61809e-08,"10.1621/SIzL9WMaTt.1",NA
"1458",2071719,"Retinoic acid receptors","ALL","ALL","House Mouse","Fhod3",99.89,0.454545455,1.467224996,3.61809e-08,"10.1621/SIzL9WMaTt.1",NA
"1459",2070197,"Retinoic acid receptors","ALL","ALL","House Mouse","Ephx2",99.89,0.454545455,1.277234861,3.61809e-08,"10.1621/SIzL9WMaTt.1",NA
"1460",2075248,"Retinoic acid receptors","ALL","ALL","House Mouse","Phlda1",99.87,0.434782609,1.483690267,6.11171e-08,"10.1621/SIzL9WMaTt.1",NA
"1461",2072334,"Retinoic acid receptors","ALL","ALL","House Mouse","Prickle2",99.86,0.571428571,1.502687922,8.93365e-08,"10.1621/SIzL9WMaTt.1",NA
"1462",2087425,"Retinoic acid receptors","ALL","ALL","House Mouse","Terb2",99.86,0.571428571,1.444523266,8.93365e-08,"10.1621/SIzL9WMaTt.1",NA
"1463",2085988,"Retinoic acid receptors","ALL","ALL","House Mouse","Gpr160",99.86,0.571428571,1.592616861,8.93365e-08,"10.1621/SIzL9WMaTt.1",NA
"1464",2084944,"Retinoic acid receptors","ALL","ALL","House Mouse","BC048679",99.86,0.571428571,1.940198438,8.93365e-08,"10.1621/SIzL9WMaTt.1",NA
"1465",2080656,"Retinoic acid receptors","ALL","ALL","House Mouse","Afap1l1",99.86,0.571428571,1.420802047,8.93365e-08,"10.1621/SIzL9WMaTt.1",NA
"1466",2065384,"Retinoic acid receptors","ALL","ALL","House Mouse","Zfp566",99.82,0.5,1.287005628,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1467",2093137,"Retinoic acid receptors","ALL","ALL","House Mouse","Manba",99.82,0.5,1.334620141,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1468",2081610,"Retinoic acid receptors","ALL","ALL","House Mouse","Esam",99.82,0.5,1.266439679,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1469",2081480,"Retinoic acid receptors","ALL","ALL","House Mouse","Pcolce2",99.82,0.5,1.409303278,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1470",2079676,"Retinoic acid receptors","ALL","ALL","House Mouse","Magohb",99.82,0.5,1.500813129,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1471",2073110,"Retinoic acid receptors","ALL","ALL","House Mouse","Plcl2",99.82,0.5,1.382039162,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1472",2067919,"Retinoic acid receptors","ALL","ALL","House Mouse","Fam129a",99.82,0.5,1.300302729,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1473",2067881,"Retinoic acid receptors","ALL","ALL","House Mouse","Ier5l",99.82,0.5,1.478349655,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1474",2066128,"Retinoic acid receptors","ALL","ALL","House Mouse","Egln3",99.82,0.5,1.498179488,3.49719e-07,"10.1621/SIzL9WMaTt.1",NA
"1475",2065989,"Retinoic acid receptors","ALL","ALL","House Mouse","Krt20",99.74,0.409090909,1.605902659,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1476",2078669,"Retinoic acid receptors","ALL","ALL","House Mouse","Slc6a15",99.74,0.409090909,1.33829968,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1477",2078509,"Retinoic acid receptors","ALL","ALL","House Mouse","Gap43",99.74,0.409090909,1.267540959,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1478",2077805,"Retinoic acid receptors","ALL","ALL","House Mouse","Aard",99.74,0.409090909,1.269162573,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1479",2077686,"Retinoic acid receptors","ALL","ALL","House Mouse","Nr4a1",99.74,0.409090909,1.376526539,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1480",2076912,"Retinoic acid receptors","ALL","ALL","House Mouse","Bhlhe40",99.74,0.409090909,1.394745487,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1481",2076878,"Retinoic acid receptors","ALL","ALL","House Mouse","Tbx2",99.74,0.409090909,1.550931963,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1482",2076760,"Retinoic acid receptors","ALL","ALL","House Mouse","Rhob",99.74,0.409090909,1.315529747,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1483",2076207,"Retinoic acid receptors","ALL","ALL","House Mouse","Rgs7",99.74,0.409090909,1.769820641,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1484",2076136,"Retinoic acid receptors","ALL","ALL","House Mouse","Hoxb4",99.74,0.409090909,1.812600168,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1485",2075877,"Retinoic acid receptors","ALL","ALL","House Mouse","Arsa",99.74,0.409090909,1.233163752,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1486",2075456,"Retinoic acid receptors","ALL","ALL","House Mouse","Pdia5",99.74,0.409090909,1.234839663,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1487",2075263,"Retinoic acid receptors","ALL","ALL","House Mouse","Rhoc",99.74,0.409090909,1.249811497,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1488",2075246,"Retinoic acid receptors","ALL","ALL","House Mouse","Rin2",99.74,0.409090909,1.339063079,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1489",2074486,"Retinoic acid receptors","ALL","ALL","House Mouse","Hck",99.74,0.409090909,1.382203803,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1490",2074417,"Retinoic acid receptors","ALL","ALL","House Mouse","Noct",99.74,0.409090909,1.298559608,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1491",2073744,"Retinoic acid receptors","ALL","ALL","House Mouse","Sat1",99.74,0.409090909,1.246179463,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1492",2071190,"Retinoic acid receptors","ALL","ALL","House Mouse","Tal1",99.74,0.409090909,1.334825122,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1493",2070308,"Retinoic acid receptors","ALL","ALL","House Mouse","Traf3ip2",99.74,0.409090909,1.292448844,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1494",2070096,"Retinoic acid receptors","ALL","ALL","House Mouse","Slc29a1",99.74,0.409090909,1.329251592,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1495",2068533,"Retinoic acid receptors","ALL","ALL","House Mouse","Larp1",99.74,0.409090909,1.174978526,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1496",2068412,"Retinoic acid receptors","ALL","ALL","House Mouse","Dusp6",99.74,0.409090909,1.257985787,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1497",2066742,"Retinoic acid receptors","ALL","ALL","House Mouse","Foxa1",99.74,0.409090909,1.769263308,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1498",2066104,"Retinoic acid receptors","ALL","ALL","House Mouse","Gng10",99.74,0.409090909,1.334467463,5.34905e-07,"10.1621/SIzL9WMaTt.1",NA
"1499",2081224,"Retinoic acid receptors","ALL","ALL","House Mouse","9430032J07Rik",99.68,0.538461538,2.250342391,0.00000102554,"10.1621/SIzL9WMaTt.1",NA
"1500",2085906,"Retinoic acid receptors","ALL","ALL","House Mouse","Fam196b",99.68,0.538461538,1.544633646,0.00000102554,"10.1621/SIzL9WMaTt.1",NA
"1501",2065509,"Retinoic acid receptors","ALL","ALL","House Mouse","Zbed5",99.63,0.5,1.311431448,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1502",2093012,"Retinoic acid receptors","ALL","ALL","House Mouse","Camk2n1",99.63,0.5,1.406259852,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1503",2091000,"Retinoic acid receptors","ALL","ALL","House Mouse","Ak7",99.63,0.5,1.636302646,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1504",2090245,"Retinoic acid receptors","ALL","ALL","House Mouse","Kank4",99.63,0.5,1.461820105,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1505",2088537,"Retinoic acid receptors","ALL","ALL","House Mouse","Prrg3",99.63,0.5,1.478201432,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1506",2087584,"Retinoic acid receptors","ALL","ALL","House Mouse","Chd5",99.63,0.5,1.488404822,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1507",2086554,"Retinoic acid receptors","ALL","ALL","House Mouse","Zfp819",99.63,0.5,1.437292748,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1508",2085655,"Retinoic acid receptors","ALL","ALL","House Mouse","Mpped2",99.63,0.5,1.548997234,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1509",2084700,"Retinoic acid receptors","ALL","ALL","House Mouse","Cd3eap",99.63,0.5,1.316573468,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1510",2083130,"Retinoic acid receptors","ALL","ALL","House Mouse","Slc25a40",99.63,0.5,1.322414591,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1511",2083086,"Retinoic acid receptors","ALL","ALL","House Mouse","Fam189a2",99.63,0.5,1.431624755,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1512",2082452,"Retinoic acid receptors","ALL","ALL","House Mouse","Slc36a4",99.63,0.5,1.465601371,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1513",2080483,"Retinoic acid receptors","ALL","ALL","House Mouse","Mkrn2os",99.63,0.5,1.541242417,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1514",2080449,"Retinoic acid receptors","ALL","ALL","House Mouse","Syde2",99.63,0.5,1.206780764,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1515",2080390,"Retinoic acid receptors","ALL","ALL","House Mouse","St6gal2",99.63,0.5,1.818218086,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1516",2073183,"Retinoic acid receptors","ALL","ALL","House Mouse","Pdgfrl",99.63,0.5,1.45761081,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1517",2068870,"Retinoic acid receptors","ALL","ALL","House Mouse","Pxdn",99.63,0.5,1.412745268,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1518",2066378,"Retinoic acid receptors","ALL","ALL","House Mouse","Optn",99.63,0.5,1.343253611,0.00000196175,"10.1621/SIzL9WMaTt.1",NA
"1519",2065278,"Retinoic acid receptors","ALL","ALL","House Mouse","Aspa",99.59,0.466666667,1.636155567,0.0000035182,"10.1621/SIzL9WMaTt.1",NA
"1520",2070942,"Retinoic acid receptors","ALL","ALL","House Mouse","Nrep",99.58,0.380952381,1.515540542,0.00000441135,"10.1621/SIzL9WMaTt.1",NA
"1521",2074652,"Retinoic acid receptors","ALL","ALL","House Mouse","H2-Q7",99.58,0.380952381,1.428024475,0.00000441135,"10.1621/SIzL9WMaTt.1",NA
"1522",2065397,"Retinoic acid receptors","ALL","ALL","House Mouse","Dnmt3l",99.52,0.4375,1.625546995,0.00000598257,"10.1621/SIzL9WMaTt.1",NA
"1523",2092155,"Retinoic acid receptors","ALL","ALL","House Mouse","Hoxb2",99.52,0.4375,2.034094178,0.00000598257,"10.1621/SIzL9WMaTt.1",NA
"1524",2091953,"Retinoic acid receptors","ALL","ALL","House Mouse","Aatf",99.52,0.4375,1.169205755,0.00000598257,"10.1621/SIzL9WMaTt.1",NA
"1525",2086054,"Retinoic acid receptors","ALL","ALL","House Mouse","Eras",99.52,0.4375,1.469981192,0.00000598257,"10.1621/SIzL9WMaTt.1",NA
"1526",2084190,"Retinoic acid receptors","ALL","ALL","House Mouse","Stard13",99.52,0.4375,1.399705787,0.00000598257,"10.1621/SIzL9WMaTt.1",NA
"1527",2083268,"Retinoic acid receptors","ALL","ALL","House Mouse","Selenop",99.52,0.4375,1.443494683,0.00000598257,"10.1621/SIzL9WMaTt.1",NA
"1528",2083127,"Retinoic acid receptors","ALL","ALL","House Mouse","Sall1",99.52,0.4375,1.260820404,0.00000598257,"10.1621/SIzL9WMaTt.1",NA
