"","ID","Family","Physiological System","Organ","Species","Gene","Percentile","Discovery Rate","GMFC","cPValue","DOI","X12"
"1",1786752,"Estrogen-related receptors","ALL","ALL","House Mouse","Fbp2",99.99,0.8125,1.58654249,5.92753e-15,"10.1621/AMjW8Lrezy.1",NA
"2",1770605,"Estrogen-related receptors","ALL","ALL","House Mouse","Col18a1",99.99,0.764705882,1.472710982,2.40232e-14,"10.1621/AMjW8Lrezy.1",NA
"3",1763769,"Estrogen-related receptors","ALL","ALL","House Mouse","Chchd10",99.98,0.722222222,2.520506285,8.24724e-14,"10.1621/AMjW8Lrezy.1",NA
"4",1786760,"Estrogen-related receptors","ALL","ALL","House Mouse","Gpx3",99.98,0.722222222,1.542838323,8.24724e-14,"10.1621/AMjW8Lrezy.1",NA
"5",1755283,"Estrogen-related receptors","ALL","ALL","House Mouse","Slc40a1",99.97,0.8,1.778305089,9.64061e-14,"10.1621/AMjW8Lrezy.1",NA
"6",1749155,"Estrogen-related receptors","ALL","ALL","House Mouse","Spint1",99.95,0.75,1.847557421,3.67842e-13,"10.1621/AMjW8Lrezy.1",NA
"7",1782194,"Estrogen-related receptors","ALL","ALL","House Mouse","Clu",99.95,0.75,1.545401954,3.67842e-13,"10.1621/AMjW8Lrezy.1",NA
"8",1772311,"Estrogen-related receptors","ALL","ALL","House Mouse","Gbp3",99.95,0.75,1.673942606,3.67842e-13,"10.1621/AMjW8Lrezy.1",NA
"9",1761881,"Estrogen-related receptors","ALL","ALL","House Mouse","Acaa2",99.95,0.75,1.44115965,3.67842e-13,"10.1621/AMjW8Lrezy.1",NA
"10",1761535,"Estrogen-related receptors","ALL","ALL","House Mouse","Tnnt1",99.95,0.75,1.908864885,3.67842e-13,"10.1621/AMjW8Lrezy.1",NA
"11",1750012,"Estrogen-related receptors","ALL","ALL","House Mouse","Serpine2",99.95,0.75,1.388329587,3.67842e-13,"10.1621/AMjW8Lrezy.1",NA
"12",1757059,"Estrogen-related receptors","ALL","ALL","House Mouse","Mcrip2",99.94,0.785714286,1.345075499,1.54406e-12,"10.1621/AMjW8Lrezy.1",NA
"13",1763036,"Estrogen-related receptors","ALL","ALL","House Mouse","Mreg",99.93,0.833333333,2.112542762,5.8728e-12,"10.1621/AMjW8Lrezy.1",NA
"14",1755280,"Estrogen-related receptors","ALL","ALL","House Mouse","Psme1",99.89,0.6875,1.333414373,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"15",1784929,"Estrogen-related receptors","ALL","ALL","House Mouse","Zswim1",99.89,0.6875,1.440070008,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"16",1783882,"Estrogen-related receptors","ALL","ALL","House Mouse","Car2",99.89,0.6875,2.136617086,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"17",1782934,"Estrogen-related receptors","ALL","ALL","House Mouse","Plcb3",99.89,0.6875,1.294480892,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"18",1781956,"Estrogen-related receptors","ALL","ALL","House Mouse","Ephx2",99.89,0.6875,1.710032034,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"19",1779091,"Estrogen-related receptors","ALL","ALL","House Mouse","H19",99.89,0.6875,3.213114709,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"20",1776313,"Estrogen-related receptors","ALL","ALL","House Mouse","Esrp1",99.89,0.6875,2.136445268,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"21",1772681,"Estrogen-related receptors","ALL","ALL","House Mouse","Vasn",99.89,0.6875,1.636453437,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"22",1772467,"Estrogen-related receptors","ALL","ALL","House Mouse","Msn",99.89,0.6875,1.393043872,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"23",1769629,"Estrogen-related receptors","ALL","ALL","House Mouse","Stbd1",99.89,0.6875,1.718213787,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"24",1769179,"Estrogen-related receptors","ALL","ALL","House Mouse","Pls3",99.89,0.6875,1.5005851,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"25",1768211,"Estrogen-related receptors","ALL","ALL","House Mouse","Ltb4r1",99.89,0.6875,1.528587513,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"26",1767724,"Estrogen-related receptors","ALL","ALL","House Mouse","Cenpv",99.89,0.6875,1.427384914,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"27",1765044,"Estrogen-related receptors","ALL","ALL","House Mouse","Gsta3",99.89,0.6875,2.133330768,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"28",1762745,"Estrogen-related receptors","ALL","ALL","House Mouse","Mrpl55",99.89,0.6875,1.293504453,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"29",1762356,"Estrogen-related receptors","ALL","ALL","House Mouse","Nupr1",99.89,0.6875,1.460819093,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"30",1761555,"Estrogen-related receptors","ALL","ALL","House Mouse","Vegfa",99.89,0.6875,1.951517571,1.68711e-11,"10.1621/AMjW8Lrezy.1",NA
"31",1773591,"Estrogen-related receptors","ALL","ALL","House Mouse","Pm20d2",99.85,0.9,1.297559456,1.86523e-11,"10.1621/AMjW8Lrezy.1",NA
"32",1754381,"Estrogen-related receptors","ALL","ALL","House Mouse","Marcks",99.84,0.647058824,1.682764263,4.56144e-11,"10.1621/AMjW8Lrezy.1",NA
"33",1760872,"Estrogen-related receptors","ALL","ALL","House Mouse","Igfbp3",99.84,0.647058824,1.573468611,4.56144e-11,"10.1621/AMjW8Lrezy.1",NA
"34",1761076,"Estrogen-related receptors","ALL","ALL","House Mouse","Cluh",99.82,0.714285714,1.32883027,8.11652e-11,"10.1621/AMjW8Lrezy.1",NA
"35",1785839,"Estrogen-related receptors","ALL","ALL","House Mouse","Tdh",99.82,0.714285714,3.097077407,8.11652e-11,"10.1621/AMjW8Lrezy.1",NA
"36",1769896,"Estrogen-related receptors","ALL","ALL","House Mouse","Cavin4",99.82,0.714285714,1.187245991,8.11652e-11,"10.1621/AMjW8Lrezy.1",NA
"37",1763222,"Estrogen-related receptors","ALL","ALL","House Mouse","Irx5",99.82,0.714285714,1.555653292,8.11652e-11,"10.1621/AMjW8Lrezy.1",NA
"38",1761080,"Estrogen-related receptors","ALL","ALL","House Mouse","Slc52a3",99.82,0.714285714,1.423210971,8.11652e-11,"10.1621/AMjW8Lrezy.1",NA
"39",1755229,"Estrogen-related receptors","ALL","ALL","House Mouse","Txnip",99.79,0.611111111,1.483439409,1.11929e-10,"10.1621/AMjW8Lrezy.1",NA
"40",1786772,"Estrogen-related receptors","ALL","ALL","House Mouse","Sox18",99.79,0.611111111,1.347763005,1.11929e-10,"10.1621/AMjW8Lrezy.1",NA
"41",1771047,"Estrogen-related receptors","ALL","ALL","House Mouse","H2-D1",99.79,0.611111111,2.039144859,1.11929e-10,"10.1621/AMjW8Lrezy.1",NA
"42",1768289,"Estrogen-related receptors","ALL","ALL","House Mouse","Id2",99.79,0.611111111,1.819280606,1.11929e-10,"10.1621/AMjW8Lrezy.1",NA
"43",1765980,"Estrogen-related receptors","ALL","ALL","House Mouse","Id1",99.79,0.611111111,1.644836018,1.11929e-10,"10.1621/AMjW8Lrezy.1",NA
"44",1765043,"Estrogen-related receptors","ALL","ALL","House Mouse","Gpc3",99.79,0.611111111,1.712732489,1.11929e-10,"10.1621/AMjW8Lrezy.1",NA
"45",1760770,"Estrogen-related receptors","ALL","ALL","House Mouse","Slc2a3",99.79,0.611111111,2.358717177,1.11929e-10,"10.1621/AMjW8Lrezy.1",NA
"46",1755270,"Estrogen-related receptors","ALL","ALL","House Mouse","Prps1",99.79,0.611111111,1.394897938,1.11929e-10,"10.1621/AMjW8Lrezy.1",NA
"47",1782196,"Estrogen-related receptors","ALL","ALL","House Mouse","Inhbb",99.77,0.666666667,2.173455164,2.32445e-10,"10.1621/AMjW8Lrezy.1",NA
"48",1762981,"Estrogen-related receptors","ALL","ALL","House Mouse","Emilin2",99.75,0.75,1.636636885,3.74276e-10,"10.1621/AMjW8Lrezy.1",NA
"49",1777303,"Estrogen-related receptors","ALL","ALL","House Mouse","Nob1",99.75,0.75,1.436020463,3.74276e-10,"10.1621/AMjW8Lrezy.1",NA
"50",1770228,"Estrogen-related receptors","ALL","ALL","House Mouse","Fgfr1op",99.75,0.75,1.409452765,3.74276e-10,"10.1621/AMjW8Lrezy.1",NA
"51",1768065,"Estrogen-related receptors","ALL","ALL","House Mouse","Rgma",99.75,0.75,2.055269275,3.74276e-10,"10.1621/AMjW8Lrezy.1",NA
"52",1766076,"Estrogen-related receptors","ALL","ALL","House Mouse","Fmnl2",99.75,0.75,1.356988062,3.74276e-10,"10.1621/AMjW8Lrezy.1",NA
"53",1745664,"Estrogen-related receptors","ALL","ALL","House Mouse","Podxl",99.58,0.625,1.896657376,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"54",1787767,"Estrogen-related receptors","ALL","ALL","House Mouse","Pla2g10",99.58,0.625,2.184271955,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"55",1786852,"Estrogen-related receptors","ALL","ALL","House Mouse","Gadd45g",99.58,0.625,1.689238047,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"56",1786762,"Estrogen-related receptors","ALL","ALL","House Mouse","Rhob",99.58,0.625,1.662204444,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"57",1785832,"Estrogen-related receptors","ALL","ALL","House Mouse","Josd2",99.58,0.625,1.291919429,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"58",1785823,"Estrogen-related receptors","ALL","ALL","House Mouse","Rhou",99.58,0.625,1.454571226,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"59",1784861,"Estrogen-related receptors","ALL","ALL","House Mouse","Cpxm1",99.58,0.625,1.497049461,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"60",1783942,"Estrogen-related receptors","ALL","ALL","House Mouse","Got1",99.58,0.625,1.456873166,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"61",1782908,"Estrogen-related receptors","ALL","ALL","House Mouse","Dhcr7",99.58,0.625,1.41044842,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"62",1781994,"Estrogen-related receptors","ALL","ALL","House Mouse","Mmp17",99.58,0.625,1.643334496,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"63",1781980,"Estrogen-related receptors","ALL","ALL","House Mouse","Upp1",99.58,0.625,2.082952517,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"64",1781903,"Estrogen-related receptors","ALL","ALL","House Mouse","Trp53inp2",99.58,0.625,1.62186169,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"65",1780096,"Estrogen-related receptors","ALL","ALL","House Mouse","Smad3",99.58,0.625,1.386959267,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"66",1778146,"Estrogen-related receptors","ALL","ALL","House Mouse","Idh2",99.58,0.625,1.721975696,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"67",1777192,"Estrogen-related receptors","ALL","ALL","House Mouse","Dlk1",99.58,0.625,2.355995308,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"68",1777106,"Estrogen-related receptors","ALL","ALL","House Mouse","Pdlim3",99.58,0.625,1.414678199,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"69",1775328,"Estrogen-related receptors","ALL","ALL","House Mouse","H6pd",99.58,0.625,1.441854892,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"70",1774397,"Estrogen-related receptors","ALL","ALL","House Mouse","Mrpl12",99.58,0.625,1.27162418,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"71",1772357,"Estrogen-related receptors","ALL","ALL","House Mouse","Vegfc",99.58,0.625,1.630785767,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"72",1771825,"Estrogen-related receptors","ALL","ALL","House Mouse","P4ha1",99.58,0.625,1.540991638,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"73",1771787,"Estrogen-related receptors","ALL","ALL","House Mouse","Smagp",99.58,0.625,2.139544428,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"74",1770166,"Estrogen-related receptors","ALL","ALL","House Mouse","Gstz1",99.58,0.625,1.362741586,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"75",1769781,"Estrogen-related receptors","ALL","ALL","House Mouse","Gstt1",99.58,0.625,1.470362476,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"76",1769755,"Estrogen-related receptors","ALL","ALL","House Mouse","Hmgn5",99.58,0.625,1.443524969,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"77",1768821,"Estrogen-related receptors","ALL","ALL","House Mouse","Hes6",99.58,0.625,1.39335018,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"78",1768757,"Estrogen-related receptors","ALL","ALL","House Mouse","Sipa1l2",99.58,0.625,1.302690725,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"79",1768563,"Estrogen-related receptors","ALL","ALL","House Mouse","Uqcrc1",99.58,0.625,1.204565594,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"80",1768368,"Estrogen-related receptors","ALL","ALL","House Mouse","Prr13",99.58,0.625,1.339440985,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"81",1768307,"Estrogen-related receptors","ALL","ALL","House Mouse","Gamt",99.58,0.625,1.725220186,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"82",1767957,"Estrogen-related receptors","ALL","ALL","House Mouse","Rrp12",99.58,0.625,1.777460879,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"83",1766686,"Estrogen-related receptors","ALL","ALL","House Mouse","Gap43",99.58,0.625,2.331994403,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"84",1765746,"Estrogen-related receptors","ALL","ALL","House Mouse","Gna15",99.58,0.625,1.462515232,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"85",1765575,"Estrogen-related receptors","ALL","ALL","House Mouse","Cldn5",99.58,0.625,1.457697981,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"86",1764989,"Estrogen-related receptors","ALL","ALL","House Mouse","Igfbp5",99.58,0.625,3.327126967,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"87",1764759,"Estrogen-related receptors","ALL","ALL","House Mouse","Irgm2",99.58,0.625,1.718008118,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"88",1764157,"Estrogen-related receptors","ALL","ALL","House Mouse","Psmd8",99.58,0.625,1.223573528,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"89",1763951,"Estrogen-related receptors","ALL","ALL","House Mouse","B3galnt1",99.58,0.625,1.468419141,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"90",1763575,"Estrogen-related receptors","ALL","ALL","House Mouse","Tdrp",99.58,0.625,1.527487266,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"91",1763520,"Estrogen-related receptors","ALL","ALL","House Mouse","Lama5",99.58,0.625,1.73384932,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"92",1763399,"Estrogen-related receptors","ALL","ALL","House Mouse","1810037I17Rik",99.58,0.625,1.41941356,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"93",1763238,"Estrogen-related receptors","ALL","ALL","House Mouse","Endog",99.58,0.625,1.289635116,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"94",1763147,"Estrogen-related receptors","ALL","ALL","House Mouse","Cox7a1",99.58,0.625,1.608948779,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"95",1763108,"Estrogen-related receptors","ALL","ALL","House Mouse","Impa2",99.58,0.625,1.649184905,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"96",1763068,"Estrogen-related receptors","ALL","ALL","House Mouse","Cdkn1c",99.58,0.625,2.08705477,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"97",1762783,"Estrogen-related receptors","ALL","ALL","House Mouse","Plpp3",99.58,0.625,1.284165547,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"98",1761819,"Estrogen-related receptors","ALL","ALL","House Mouse","Trim47",99.58,0.625,1.438726839,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"99",1761748,"Estrogen-related receptors","ALL","ALL","House Mouse","Arhgef3",99.58,0.625,1.491604875,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"100",1761681,"Estrogen-related receptors","ALL","ALL","House Mouse","Irs1",99.58,0.625,1.381293517,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"101",1761598,"Estrogen-related receptors","ALL","ALL","House Mouse","Lmo4",99.58,0.625,1.43053374,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"102",1761455,"Estrogen-related receptors","ALL","ALL","House Mouse","Kdelr3",99.58,0.625,2.23972575,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"103",1761408,"Estrogen-related receptors","ALL","ALL","House Mouse","Ddit3",99.58,0.625,2.101861222,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"104",1760322,"Estrogen-related receptors","ALL","ALL","House Mouse","Car3",99.58,0.625,1.768088656,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"105",1759722,"Estrogen-related receptors","ALL","ALL","House Mouse","Nrep",99.58,0.625,1.847918579,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"106",1758802,"Estrogen-related receptors","ALL","ALL","House Mouse","Dkk3",99.58,0.625,1.798140437,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"107",1757066,"Estrogen-related receptors","ALL","ALL","House Mouse","Fah",99.58,0.625,1.303211268,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"108",1757041,"Estrogen-related receptors","ALL","ALL","House Mouse","Ly6a",99.58,0.625,1.887295157,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"109",1756184,"Estrogen-related receptors","ALL","ALL","House Mouse","Fam69b",99.58,0.625,1.384200512,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"110",1756178,"Estrogen-related receptors","ALL","ALL","House Mouse","Igtp",99.58,0.625,1.535835537,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"111",1755313,"Estrogen-related receptors","ALL","ALL","House Mouse","Acot7",99.58,0.625,1.304833502,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"112",1751760,"Estrogen-related receptors","ALL","ALL","House Mouse","Nme4",99.58,0.625,1.406914628,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"113",1750898,"Estrogen-related receptors","ALL","ALL","House Mouse","Htra1",99.58,0.625,1.431722931,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"114",1750011,"Estrogen-related receptors","ALL","ALL","House Mouse","Coq7",99.58,0.625,1.414736956,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"115",1749158,"Estrogen-related receptors","ALL","ALL","House Mouse","Id3",99.58,0.625,1.800708493,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"116",1747411,"Estrogen-related receptors","ALL","ALL","House Mouse","Emp1",99.58,0.625,1.418970127,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"117",1747409,"Estrogen-related receptors","ALL","ALL","House Mouse","Rab32",99.58,0.625,1.494309741,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"118",1747397,"Estrogen-related receptors","ALL","ALL","House Mouse","Mrpl4",99.58,0.625,1.223719739,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"119",1746510,"Estrogen-related receptors","ALL","ALL","House Mouse","Cd164",99.58,0.625,1.351924396,5.91736e-10,"10.1621/AMjW8Lrezy.1",NA
"120",1752587,"Estrogen-related receptors","ALL","ALL","House Mouse","Armcx2",99.38,0.588235294,1.463610488,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"121",1784873,"Estrogen-related receptors","ALL","ALL","House Mouse","Twist2",99.38,0.588235294,1.911664869,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"122",1782998,"Estrogen-related receptors","ALL","ALL","House Mouse","Serpinh1",99.38,0.588235294,1.762224845,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"123",1780228,"Estrogen-related receptors","ALL","ALL","House Mouse","Anxa3",99.38,0.588235294,1.707646055,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"124",1779100,"Estrogen-related receptors","ALL","ALL","House Mouse","Psmg2",99.38,0.588235294,1.325680022,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"125",1778096,"Estrogen-related receptors","ALL","ALL","House Mouse","Capg",99.38,0.588235294,1.360036449,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"126",1776348,"Estrogen-related receptors","ALL","ALL","House Mouse","Zdhhc9",99.38,0.588235294,1.46812895,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"127",1768783,"Estrogen-related receptors","ALL","ALL","House Mouse","Fntb",99.38,0.588235294,1.390241637,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"128",1768372,"Estrogen-related receptors","ALL","ALL","House Mouse","Cela1",99.38,0.588235294,1.427809796,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"129",1767520,"Estrogen-related receptors","ALL","ALL","House Mouse","Postn",99.38,0.588235294,1.52309566,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"130",1766695,"Estrogen-related receptors","ALL","ALL","House Mouse","Lyz2",99.38,0.588235294,2.168583771,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"131",1765877,"Estrogen-related receptors","ALL","ALL","House Mouse","Tagln",99.38,0.588235294,1.680966951,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"132",1765612,"Estrogen-related receptors","ALL","ALL","House Mouse","Gstt2",99.38,0.588235294,1.831552098,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"133",1764732,"Estrogen-related receptors","ALL","ALL","House Mouse","Lsp1",99.38,0.588235294,1.935294949,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"134",1764259,"Estrogen-related receptors","ALL","ALL","House Mouse","Il13ra1",99.38,0.588235294,1.715302674,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"135",1763476,"Estrogen-related receptors","ALL","ALL","House Mouse","Col6a2",99.38,0.588235294,1.637189001,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"136",1761045,"Estrogen-related receptors","ALL","ALL","House Mouse","Slc44a2",99.38,0.588235294,1.310003887,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"137",1755268,"Estrogen-related receptors","ALL","ALL","House Mouse","Scarb1",99.38,0.588235294,1.342447653,1.37191e-09,"10.1621/AMjW8Lrezy.1",NA
"138",1773545,"Estrogen-related receptors","ALL","ALL","House Mouse","2410006H16Rik",99.33,0.8,1.478274791,1.60508e-09,"10.1621/AMjW8Lrezy.1",NA
"139",1773577,"Estrogen-related receptors","ALL","ALL","House Mouse","Lonrf1",99.33,0.8,1.364775379,1.60508e-09,"10.1621/AMjW8Lrezy.1",NA
"140",1757914,"Estrogen-related receptors","ALL","ALL","House Mouse","Ets2",99.3,0.555555556,1.557964356,2.94689e-09,"10.1621/AMjW8Lrezy.1",NA
"141",1772491,"Estrogen-related receptors","ALL","ALL","House Mouse","Snrpd3",99.3,0.555555556,1.398376976,2.94689e-09,"10.1621/AMjW8Lrezy.1",NA
"142",1770956,"Estrogen-related receptors","ALL","ALL","House Mouse","Cry2",99.3,0.555555556,1.374518943,2.94689e-09,"10.1621/AMjW8Lrezy.1",NA
"143",1762230,"Estrogen-related receptors","ALL","ALL","House Mouse","Cxcl12",99.3,0.555555556,1.539148219,2.94689e-09,"10.1621/AMjW8Lrezy.1",NA
"144",1762204,"Estrogen-related receptors","ALL","ALL","House Mouse","Pim3",99.3,0.555555556,1.537067524,2.94689e-09,"10.1621/AMjW8Lrezy.1",NA
"145",1761969,"Estrogen-related receptors","ALL","ALL","House Mouse","Pla2g7",99.3,0.555555556,1.452101898,2.94689e-09,"10.1621/AMjW8Lrezy.1",NA
"146",1761703,"Estrogen-related receptors","ALL","ALL","House Mouse","Thy1",99.3,0.555555556,1.580634763,2.94689e-09,"10.1621/AMjW8Lrezy.1",NA
"147",1760223,"Estrogen-related receptors","ALL","ALL","House Mouse","Rasip1",99.3,0.555555556,1.456573707,2.94689e-09,"10.1621/AMjW8Lrezy.1",NA
"148",1763358,"Estrogen-related receptors","ALL","ALL","House Mouse","Ildr1",99.24,0.642857143,1.510717428,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"149",1786006,"Estrogen-related receptors","ALL","ALL","House Mouse","Dtd1",99.24,0.642857143,1.580740125,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"150",1785096,"Estrogen-related receptors","ALL","ALL","House Mouse","Sfn",99.24,0.642857143,2.341471786,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"151",1785084,"Estrogen-related receptors","ALL","ALL","House Mouse","Sesn1",99.24,0.642857143,1.276909047,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"152",1785081,"Estrogen-related receptors","ALL","ALL","House Mouse","Arxes2",99.24,0.642857143,1.596133249,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"153",1781188,"Estrogen-related receptors","ALL","ALL","House Mouse","Vgll4",99.24,0.642857143,1.347790599,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"154",1779300,"Estrogen-related receptors","ALL","ALL","House Mouse","Smarca1",99.24,0.642857143,1.485488496,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"155",1779000,"Estrogen-related receptors","ALL","ALL","House Mouse","Igsf10",99.24,0.642857143,2.134742829,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"156",1778209,"Estrogen-related receptors","ALL","ALL","House Mouse","Fuom",99.24,0.642857143,1.26361427,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"157",1775264,"Estrogen-related receptors","ALL","ALL","House Mouse","Fetub",99.24,0.642857143,1.330279626,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"158",1775260,"Estrogen-related receptors","ALL","ALL","House Mouse","Rhox9",99.24,0.642857143,2.301565591,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"159",1772653,"Estrogen-related receptors","ALL","ALL","House Mouse","Ptpmt1",99.24,0.642857143,1.28127264,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"160",1770446,"Estrogen-related receptors","ALL","ALL","House Mouse","Gm1673",99.24,0.642857143,1.603528105,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"161",1769049,"Estrogen-related receptors","ALL","ALL","House Mouse","Psors1c2",99.24,0.642857143,1.379328578,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"162",1767741,"Estrogen-related receptors","ALL","ALL","House Mouse","Gngt2",99.24,0.642857143,1.411301038,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"163",1766416,"Estrogen-related receptors","ALL","ALL","House Mouse","Slc19a2",99.24,0.642857143,1.343906835,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"164",1766376,"Estrogen-related receptors","ALL","ALL","House Mouse","Fam46a",99.24,0.642857143,1.579752651,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"165",1765923,"Estrogen-related receptors","ALL","ALL","House Mouse","Lmcd1",99.24,0.642857143,1.631874068,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
"166",1764217,"Estrogen-related receptors","ALL","ALL","House Mouse","Lims2",99.24,0.642857143,1.697288589,3.10677e-09,"10.1621/AMjW8Lrezy.1",NA
